date,inflow,storage,elevation,precip,tmax,tmin
2010-04-02,157.83,11010.6,2213.71,0.0,4.48,-5.76
2010-04-03,146.15,10906.9,2213.65,0.0,-0.27,-8.55
2010-04-04,159.33,10811.2,2213.61,0.0,11.96,-0.67
2010-04-05,166.86,10720.0,2213.56,0.0,6.66,-4.73
2010-04-06,164.97,10627.6,2213.51,0.0,8.0,-5.82
2010-04-07,161.72,10533.3,2213.47,0.45,8.98,-2.73
2010-04-08,186.09,10453.6,2213.43,0.0,7.78,-2.74
2010-04-09,222.52,10395.8,2213.4,0.0,5.93,-4.14
2010-04-10,220.35,10336.6,2213.37,0.0,5.82,-5.27
2010-04-11,214.88,10274.2,2213.34,0.26,5.7,-5.41
2010-04-12,202.16,10204.1,2213.3,0.0,3.73,-9.72
2010-04-13,221.35,10145.6,2213.27,2.46,7.29,-2.3
2010-04-14,226.94,10090.4,2213.25,0.0,6.39,-7.23
2010-04-15,254.74,10051.9,2213.23,0.0,5.57,-3.65
2010-04-16,275.8,10026.0,2213.21,1.88,9.49,-0.77
2010-04-17,371.91,10057.8,2213.23,13.73,4.19,-5.5
2010-04-18,364.92,10085.4,2213.24,0.0,5.67,-5.58
2010-04-19,341.07,10098.7,2213.25,0.0,2.78,-7.74
2010-04-20,368.23,10128.3,2213.26,0.0,12.35,0.69
2010-04-21,336.84,10139.1,2213.27,0.0,14.63,3.92
2010-04-22,373.8,10172.0,2213.29,6.18,12.96,1.57
2010-04-23,373.44,10204.7,2213.3,0.0,12.97,0.98
2010-04-24,402.35,10254.8,2213.33,0.0,11.96,2.39
2010-04-25,369.45,10285.1,2213.34,0.0,9.88,1.36
2010-04-26,379.92,10321.7,2213.36,4.94,13.83,1.85
2010-04-27,345.18,10337.5,2213.37,0.0,11.75,0.64
2010-04-28,338.35,10349.1,2213.37,0.44,15.97,2.44
2010-04-29,326.08,10353.4,2213.38,0.0,18.47,6.87
2010-04-30,323.44,10356.1,2213.38,0.0,15.32,5.62
2010-05-01,373.76,10389.1,2213.39,0.0,14.89,2.78
2010-05-02,362.94,10415.5,2213.41,0.0,11.26,-1.02
2010-05-03,325.68,10419.5,2213.41,0.0,11.63,-0.6
2010-05-04,343.25,10434.1,2213.42,0.0,13.21,0.72
2010-05-05,358.86,10458.1,2213.43,0.0,12.22,1.02
2010-05-06,380.88,10495.3,2213.45,0.0,5.42,-2.58
2010-05-07,339.34,10507.5,2213.45,0.49,7.94,-1.83
2010-05-08,365.24,10535.3,2213.47,0.0,10.07,-1.57
2010-05-09,368.81,10565.3,2213.48,0.0,2.68,-8.67
2010-05-10,437.49,10636.4,2213.52,8.13,7.1,-3.97
2010-05-11,443.9,10711.4,2213.56,0.0,8.24,-3.66
2010-05-12,472.85,10803.8,2213.6,0.0,13.73,3.39
2010-05-13,465.56,10891.8,2213.65,0.0,15.5,2.05
2010-05-14,498.86,10999.7,2213.7,0.0,14.47,2.58
2010-05-15,512.0,11115.6,2213.76,0.0,15.27,2.09
2010-05-16,628.03,11301.0,2213.85,14.29,14.49,1.29
2010-05-17,627.33,11486.1,2213.94,0.0,25.19,8.41
2010-05-18,592.35,11650.1,2214.03,1.82,21.68,11.26
2010-05-19,594.13,11815.3,2214.11,0.0,20.1,11.16
2010-05-20,636.18,12005.6,2214.2,0.0,19.93,8.7
2010-05-21,671.21,12217.0,2214.31,3.59,20.13,10.71
2010-05-22,675.46,12430.9,2214.42,3.14,9.28,1.67
2010-05-23,681.56,12648.5,2214.52,0.0,12.84,1.98
2010-05-24,630.3,12835.4,2214.62,0.0,15.98,3.64
2010-05-25,570.02,12986.0,2214.69,0.0,17.66,8.24
2010-05-26,617.94,13165.4,2214.78,0.0,19.74,10.75
2010-05-27,693.96,13390.5,2214.9,0.47,17.82,6.03
2010-05-28,654.82,13592.0,2215.0,0.0,14.12,4.36
2010-05-29,669.49,13802.3,2215.1,0.0,18.52,6.53
2010-05-30,737.83,14053.7,2215.23,0.0,15.8,7.05
2010-05-31,848.65,14371.5,2215.39,5.47,18.17,8.1
2010-06-01,855.21,14693.3,2215.55,0.0,21.8,11.26
2010-06-02,797.92,14980.7,2215.69,0.0,18.27,8.98
2010-06-03,765.94,15248.9,2215.82,0.0,18.43,6.92
2010-06-04,789.6,15531.3,2215.97,0.0,21.86,12.01
2010-06-05,826.68,15836.0,2216.12,1.21,17.62,5.67
2010-06-06,754.92,16097.6,2216.25,0.07,19.4,8.53
2010-06-07,739.41,16349.9,2216.37,0.0,20.01,7.12
2010-06-08,694.32,16575.1,2216.49,0.0,17.23,5.13
2010-06-09,609.46,16749.5,2216.57,0.0,15.52,5.27
2010-06-10,645.4,16945.4,2216.67,0.0,15.66,4.18
2010-06-11,597.15,17112.3,2216.76,0.0,14.64,4.13
2010-06-12,625.06,17296.0,2216.85,0.0,13.25,2.16
2010-06-13,700.12,17524.7,2216.96,2.01,18.01,6.03
2010-06-14,859.98,17849.3,2217.12,16.65,19.9,7.68
2010-06-15,805.67,18141.4,2217.27,0.43,19.33,7.23
2010-06-16,730.41,18388.3,2217.39,0.0,25.83,12.69
2010-06-17,792.46,18672.4,2217.54,0.0,24.43,15.05
2010-06-18,723.51,18915.2,2217.66,1.62,22.46,12.19
2010-06-19,854.52,19236.5,2217.82,0.0,22.08,11.54
2010-06-20,852.82,19556.9,2217.98,0.0,24.79,10.09
2010-06-21,833.25,19865.5,2218.13,1.53,21.41,9.31
2010-06-22,1104.49,20336.8,2218.37,14.03,25.05,12.1
2010-06-23,1099.89,20805.4,2218.6,0.0,25.79,12.88
2010-06-24,1037.53,21236.6,2218.82,0.0,23.02,12.56
2010-06-25,1019.19,21656.7,2219.03,0.0,22.12,10.1
2010-06-26,901.52,22006.3,2219.2,0.0,23.7,14.62
2010-06-27,852.69,22326.6,2219.36,0.0,22.68,15.14
2010-06-28,947.25,22703.6,2219.55,0.23,25.62,14.47
2010-06-29,855.03,23025.2,2219.71,0.0,18.92,9.26
2010-06-30,847.61,23342.5,2219.87,10.77,19.7,6.59
2010-07-01,770.29,23613.3,2220.01,0.0,17.56,7.31
2010-07-02,721.67,23854.9,2220.13,0.0,21.35,10.96
2010-07-03,665.56,24062.9,2220.23,1.96,19.53,7.99
2010-07-04,738.22,24314.5,2220.36,0.96,16.4,6.91
2010-07-05,786.95,24595.3,2220.5,5.19,23.08,13.05
2010-07-06,685.68,24815.4,2220.61,0.0,22.89,13.43
2010-07-07,780.8,25092.5,2220.75,9.61,21.46,11.23
2010-07-08,835.17,25402.3,2220.9,10.23,19.32,8.02
2010-07-09,824.89,25705.9,2221.05,1.62,19.19,10.14
2010-07-10,828.24,26011.5,2221.21,0.0,24.91,11.61
2010-07-11,694.82,26237.0,2221.32,0.22,23.3,14.59
2010-07-12,740.67,26490.1,2221.45,0.0,19.51,7.58
2010-07-13,823.51,26792.8,2221.6,0.0,19.21,5.61
2010-07-14,918.32,27152.5,2221.78,0.0,21.52,12.2
2010-07-15,838.28,27464.1,2221.93,0.0,20.9,10.52
2010-07-16,867.1,27793.0,2222.1,0.0,14.95,5.07
2010-07-17,826.54,28097.6,2222.25,2.4,18.17,4.97
2010-07-18,657.09,28300.5,2222.35,0.0,15.61,5.76
2010-07-19,677.46,28515.6,2222.46,4.28,19.1,9.4
2010-07-20,627.14,28700.5,2222.55,0.0,17.18,5.96
2010-07-21,497.24,28807.5,2222.6,0.0,15.19,4.31
2010-07-22,538.38,28939.2,2222.67,0.0,20.18,9.94
2010-07-23,533.42,29067.9,2222.73,0.0,17.98,7.74
2010-07-24,539.7,29200.4,2222.8,0.0,15.72,5.54
2010-07-25,839.38,29512.7,2222.96,21.21,15.16,3.11
2010-07-26,811.17,29808.0,2223.1,0.0,17.67,7.51
2010-07-27,835.63,30118.0,2223.26,3.1,15.52,4.95
2010-07-28,854.81,30439.6,2223.42,0.0,15.72,6.36
2010-07-29,812.15,30735.5,2223.57,0.06,16.82,4.3
2010-07-30,652.15,30935.5,2223.67,0.0,22.19,10.15
2010-07-31,562.85,31081.8,2223.74,0.0,25.11,13.91
2010-08-01,447.23,31158.8,2223.78,0.0,23.61,12.26
2010-08-02,435.39,31228.7,2223.81,0.0,18.84,9.53
2010-08-03,404.67,31280.2,2223.84,0.0,23.63,9.74
2010-08-04,363.71,31307.0,2223.85,0.0,21.23,9.72
2010-08-05,435.19,31376.8,2223.89,10.23,20.97,10.9
2010-08-06,451.07,31456.1,2223.93,0.0,21.11,11.57
2010-08-07,389.41,31498.4,2223.95,0.0,23.19,13.55
2010-08-08,371.67,31530.0,2223.97,0.0,23.89,11.79
2010-08-09,447.3,31607.1,2224.0,10.15,23.4,16.21
2010-08-10,460.67,31692.1,2224.05,0.0,25.06,13.51
2010-08-11,463.08,31778.6,2224.09,0.0,18.27,9.67
2010-08-12,388.98,31820.7,2224.11,0.0,19.97,10.26
2010-08-13,333.65,31829.5,2224.11,0.0,22.8,13.78
2010-08-14,346.9,31846.3,2224.12,1.99,16.6,7.55
2010-08-15,303.96,31837.3,2224.12,0.0,15.96,4.45
2010-08-16,267.1,31806.2,2224.1,0.0,20.82,8.67
2010-08-17,223.1,31748.8,2224.07,0.0,23.07,10.28
2010-08-18,237.1,31699.7,2224.05,0.0,21.85,8.88
2010-08-19,275.04,31673.3,2224.04,4.15,18.9,9.02
2010-08-20,274.43,31646.6,2224.02,0.85,18.16,6.79
2010-08-21,276.24,31621.0,2224.01,0.29,17.59,6.84
2010-08-22,233.79,31570.0,2223.98,0.0,11.84,0.73
2010-08-23,232.19,31517.9,2223.96,0.0,16.83,7.38
2010-08-24,220.62,31459.0,2223.93,0.0,15.12,5.89
2010-08-25,195.96,31385.2,2223.89,0.0,14.25,2.64
2010-08-26,178.02,31300.6,2223.85,0.0,13.44,4.01
2010-08-27,173.52,31213.4,2223.81,0.0,13.16,2.67
2010-08-28,161.56,31119.0,2223.76,0.0,13.98,2.82
2010-08-29,134.92,31008.6,2223.7,0.0,19.81,8.73
2010-08-30,144.58,30904.0,2223.65,0.0,24.67,13.38
2010-08-31,141.49,30797.5,2223.6,0.0,24.43,12.39
2010-09-01,126.94,30682.4,2223.54,0.0,24.64,13.11
2010-09-02,139.53,30574.7,2223.49,0.0,23.65,13.84
2010-09-03,140.57,30467.7,2223.43,0.0,23.68,13.56
2010-09-04,166.34,30376.2,2223.39,0.0,24.24,13.94
2010-09-05,166.73,30284.9,2223.34,0.0,23.99,11.15
2010-09-06,150.13,30183.6,2223.29,0.0,19.39,9.55
2010-09-07,151.78,30083.3,2223.24,0.34,21.02,10.62
2010-09-08,187.7,30004.6,2223.2,6.05,16.6,6.14
2010-09-09,177.81,29919.9,2223.16,0.0,17.13,4.45
2010-09-10,169.04,29830.0,2223.11,0.0,13.24,2.43
2010-09-11,155.8,29732.1,2223.07,0.0,8.21,-2.59
2010-09-12,136.11,29622.4,2223.01,0.0,8.53,-0.26
2010-09-13,139.68,29514.9,2222.96,0.0,10.67,-0.81
2010-09-14,130.9,29402.1,2222.9,0.0,10.81,1.93
2010-09-15,115.76,29280.2,2222.84,0.0,16.49,5.8
2010-09-16,110.62,29155.2,2222.78,0.0,19.19,7.66
2010-09-17,105.24,29027.0,2222.71,0.0,13.96,4.14
2010-09-18,132.41,28915.1,2222.66,0.0,16.12,5.74
2010-09-19,130.96,28802.3,2222.6,0.0,20.04,10.04
2010-09-20,119.97,28683.0,2222.54,0.0,14.33,4.33
2010-09-21,118.45,28562.7,2222.48,0.0,18.94,9.12
2010-09-22,98.38,28430.4,2222.42,0.0,17.59,5.37
2010-09-23,96.9,28297.2,2222.35,0.0,21.64,12.03
2010-09-24,108.58,28171.0,2222.29,0.0,16.68,6.96
2010-09-25,108.8,28044.9,2222.22,0.0,15.49,5.62
2010-09-26,114.24,27922.1,2222.16,0.0,12.64,2.39
2010-09-27,130.74,27809.2,2222.1,0.0,16.31,4.15
2010-09-28,124.17,27692.3,2222.05,0.0,17.06,5.32
2010-09-29,145.11,27588.0,2221.99,0.0,15.46,5.77
2010-09-30,231.42,27535.5,2221.97,24.87,14.47,2.13
2010-10-01,245.96,27491.8,2221.95,0.0,11.78,-0.23
2010-10-02,242.83,27446.1,2221.92,0.0,7.24,-4.48
2010-10-03,214.85,27383.7,2221.89,0.0,5.98,-6.0
2010-10-04,206.59,27316.3,2221.86,0.0,13.23,3.01
2010-10-05,204.19,27247.5,2221.82,0.0,13.89,0.48
2010-10-06,229.77,27194.0,2221.8,0.0,18.36,6.9
2010-10-07,227.71,27139.2,2221.77,0.0,17.35,5.67
2010-10-08,211.65,27074.9,2221.74,0.0,20.07,7.17
2010-10-09,230.74,27022.0,2221.71,0.0,16.95,6.58
2010-10-10,216.92,26960.8,2221.68,0.0,13.18,4.22
2010-10-11,221.64,26902.4,2221.65,0.0,11.26,2.71
2010-10-12,192.92,26826.8,2221.61,0.0,14.83,1.91
2010-10-13,206.25,26759.2,2221.58,0.0,12.58,2.93
2010-10-14,186.96,26680.0,2221.54,0.0,14.6,2.49
2010-10-15,185.66,26600.1,2221.5,0.0,15.01,3.24
2010-10-16,187.34,26521.2,2221.46,0.0,12.69,0.8
2010-10-17,168.69,26431.0,2221.42,0.0,9.45,-0.2
2010-10-18,163.76,26337.9,2221.37,0.0,6.89,-2.28
2010-10-19,174.06,26251.0,2221.33,0.0,10.48,-0.14
2010-10-20,163.74,26157.9,2221.28,0.0,9.22,-2.13
2010-10-21,158.3,26061.5,2221.23,0.0,7.86,-2.73
2010-10-22,135.04,25951.2,2221.18,0.0,6.89,-5.54
2010-10-23,125.64,25835.2,2221.12,0.0,6.35,-6.35
2010-10-24,126.57,25719.8,2221.06,0.0,3.9,-6.43
2010-10-25,112.65,25596.1,2221.0,0.0,5.9,-4.23
2010-10-26,123.7,25479.0,2220.94,0.0,1.01,-8.65
2010-10-27,136.05,25369.2,2220.88,0.0,-0.15,-9.96
2010-10-28,142.09,25263.1,2220.83,0.0,6.08,-5.45
2010-10-29,120.54,25144.1,2220.77,0.0,1.94,-8.25
2010-10-30,123.28,25026.7,2220.71,0.0,3.41,-8.52
2010-10-31,150.95,24926.0,2220.66,11.61,2.18,-7.9
2010-11-01,172.23,24837.9,2220.62,0.0,-0.42,-9.63
2010-11-02,175.76,24752.1,2220.58,0.0,3.39,-9.09
2010-11-03,173.37,24664.7,2220.53,0.0,8.9,-2.0
2010-11-04,164.24,24571.9,2220.49,0.0,1.59,-6.87
2010-11-05,141.49,24465.5,2220.43,0.0,-0.42,-10.81
2010-11-06,130.23,24352.3,2220.38,0.0,3.82,-8.42
2010-11-07,130.95,24239.5,2220.32,0.0,6.56,-5.56
2010-11-08,147.32,24136.5,2220.27,0.0,4.24,-6.16
2010-11-09,151.91,24036.3,2220.22,0.0,2.43,-7.15
2010-11-10,161.46,23941.8,2220.17,0.0,4.24,-5.65
2010-11-11,159.7,23846.3,2220.12,0.0,5.91,-8.26
2010-11-12,149.83,23744.9,2220.07,0.0,5.08,-6.73
2010-11-13,160.95,23650.1,2220.03,2.88,-1.68,-12.56
2010-11-14,167.9,23559.5,2219.98,1.17,-1.98,-14.11
2010-11-15,163.85,23466.4,2219.93,0.0,-1.5,-13.79
2010-11-16,171.79,23378.2,2219.89,0.0,-0.66,-9.26
2010-11-17,176.78,23292.9,2219.85,0.0,-1.71,-12.93
2010-11-18,186.89,23213.7,2219.81,0.0,-2.75,-12.77
2010-11-19,215.01,23151.3,2219.78,0.0,-9.09,-17.22
2010-11-20,195.63,23077.4,2219.74,0.0,-2.37,-14.0
2010-11-21,229.86,23023.9,2219.71,0.0,-3.73,-14.84
2010-11-22,207.3,22957.0,2219.68,0.0,-3.58,-16.36
2010-11-23,217.63,22896.2,2219.65,0.0,-3.54,-13.68
2010-11-24,210.29,22831.0,2219.62,0.0,-1.44,-15.31
2010-11-25,201.06,22760.3,2219.58,0.0,-7.16,-21.68
2010-11-26,216.89,22699.1,2219.55,0.0,-5.33,-16.68
2010-11-27,223.41,22641.8,2219.52,0.0,-4.92,-16.23
2010-11-28,193.84,22566.7,2219.48,0.0,1.39,-11.13
2010-11-29,207.32,22499.8,2219.45,0.0,1.83,-9.49
2010-11-30,173.16,22412.3,2219.41,0.0,3.89,-6.85
2010-12-01,171.32,22323.8,2219.36,0.0,0.65,-13.29
2010-12-02,217.46,22262.9,2219.33,16.95,3.87,-7.12
2010-12-03,194.52,22188.3,2219.29,0.0,4.47,-5.79
2010-12-04,174.78,22101.8,2219.25,0.0,1.0,-9.41
2010-12-05,181.47,22019.3,2219.21,0.0,-1.41,-10.97
2010-12-06,181.08,21936.6,2219.17,0.0,1.9,-8.96
2010-12-07,193.58,21861.4,2219.13,0.0,-5.99,-16.13
2010-12-08,233.22,21810.0,2219.1,22.5,-2.18,-14.89
2010-12-09,235.21,21759.8,2219.08,0.0,-0.42,-11.44
2010-12-10,235.45,21709.7,2219.05,0.0,1.27,-7.87
2010-12-11,207.85,21643.1,2219.02,0.0,0.62,-8.02
2010-12-12,197.4,21570.2,2218.99,0.0,2.0,-8.9
2010-12-13,177.42,21485.3,2218.94,0.0,-2.03,-10.49
2010-12-14,167.73,21394.5,2218.9,0.23,3.24,-8.26
2010-12-15,181.47,21312.1,2218.86,0.0,3.8,-6.04
2010-12-16,173.1,21224.6,2218.81,0.0,4.97,-10.07
2010-12-17,194.24,21149.8,2218.77,0.0,-2.48,-12.88
2010-12-18,188.67,21071.6,2218.74,0.0,1.83,-11.98
2010-12-19,189.02,20993.7,2218.7,1.38,-0.81,-11.96
2010-12-20,164.27,20900.9,2218.65,0.0,-4.04,-13.58
2010-12-21,174.3,20814.1,2218.61,0.0,-3.23,-15.42
2010-12-22,165.17,20721.9,2218.56,0.0,-0.17,-12.23
2010-12-23,188.76,20643.8,2218.52,0.0,-2.67,-13.52
2010-12-24,189.65,20566.2,2218.48,0.0,-6.06,-17.56
2010-12-25,185.85,20486.4,2218.44,0.0,-4.31,-17.27
2010-12-26,162.32,20392.4,2218.4,0.0,-5.59,-17.58
2010-12-27,158.87,20296.4,2218.35,0.0,-3.14,-13.02
2010-12-28,184.73,20215.9,2218.31,0.0,-7.97,-21.55
2010-12-29,194.0,20141.0,2218.27,0.0,-14.53,-24.59
2010-12-30,161.82,20046.7,2218.22,0.0,-11.32,-21.54
2010-12-31,156.47,19949.2,2218.17,0.0,-8.62,-20.1
2011-01-01,152.49,19849.4,2218.12,0.0,-9.31,-20.43
2011-01-02,159.11,19753.5,2218.08,0.0,-9.57,-18.4
2011-01-03,160.2,19658.3,2218.03,0.0,-8.45,-18.16
2011-01-04,153.76,19559.2,2217.98,0.0,-7.17,-18.65
2011-01-05,150.65,19458.2,2217.93,0.0,-3.94,-13.06
2011-01-06,169.32,19368.5,2217.88,0.0,-6.97,-17.62
2011-01-07,163.39,19275.1,2217.84,3.42,-2.89,-14.87
2011-01-08,176.75,19189.8,2217.79,0.0,-4.45,-12.16
2011-01-09,176.32,19104.3,2217.75,0.0,-3.63,-16.29
2011-01-10,181.68,19021.9,2217.71,4.81,-2.36,-14.95
2011-01-11,181.76,18939.6,2217.67,0.0,-3.21,-17.23
2011-01-12,190.36,18862.5,2217.63,0.0,-10.48,-21.65
2011-01-13,184.32,18781.8,2217.59,0.0,-8.39,-19.37
2011-01-14,172.26,18693.8,2217.55,0.0,-5.54,-16.95
2011-01-15,186.45,18614.3,2217.51,0.0,-6.26,-17.28
2011-01-16,176.96,18529.1,2217.46,0.0,-0.95,-9.73
2011-01-17,148.55,18426.9,2217.41,0.0,-2.52,-10.52
2011-01-18,150.76,18326.0,2217.36,0.0,-3.52,-14.26
2011-01-19,154.59,18227.4,2217.31,0.0,-2.96,-12.79
2011-01-20,168.09,18136.9,2217.27,0.0,-2.89,-12.76
2011-01-21,166.95,18045.7,2217.22,0.0,-7.51,-15.72
2011-01-22,176.09,17960.0,2217.18,0.0,-4.86,-16.5
2011-01-23,198.83,17888.0,2217.14,0.0,-7.91,-18.42
2011-01-24,198.93,17816.0,2217.11,0.0,-11.66,-23.46
2011-01-25,182.09,17733.9,2217.07,0.0,-8.95,-20.93
2011-01-26,175.95,17648.1,2217.02,0.0,-9.6,-18.48
2011-01-27,214.74,17585.6,2216.99,1.51,-8.77,-19.03
2011-01-28,205.35,17517.5,2216.96,0.0,-1.87,-13.62
2011-01-29,213.06,17454.0,2216.93,6.79,-4.36,-15.1
2011-01-30,222.16,17395.9,2216.9,0.0,-7.42,-17.64
2011-01-31,207.31,17329.0,2216.86,0.0,-8.42,-18.37
2011-02-01,200.93,17258.2,2216.83,0.0,-9.46,-21.35
2011-02-02,180.97,17175.4,2216.79,0.0,-8.13,-19.82
2011-02-03,183.68,17094.3,2216.75,0.0,-7.18,-18.63
2011-02-04,193.06,17018.7,2216.71,0.0,-6.99,-16.23
2011-02-05,182.39,16936.8,2216.67,0.0,-3.54,-12.27
2011-02-06,164.4,16844.1,2216.62,0.0,-0.57,-8.85
2011-02-07,170.93,16755.3,2216.58,0.0,1.52,-10.77
2011-02-08,164.97,16663.0,2216.53,0.0,-1.16,-12.65
2011-02-09,158.9,16567.0,2216.48,0.0,-3.94,-13.43
2011-02-10,184.49,16486.3,2216.44,6.76,-3.86,-16.36
2011-02-11,156.66,16388.9,2216.39,0.0,-5.84,-15.35
2011-02-12,163.82,16295.9,2216.35,0.0,-3.14,-11.67
2011-02-13,143.77,16190.8,2216.3,0.0,-3.24,-10.89
2011-02-14,169.08,16100.9,2216.25,1.77,-3.95,-12.78
2011-02-15,163.8,16007.8,2216.2,0.0,0.33,-9.47
