date,inflow,storage,elevation,precip,tmax,tmin
2010-04-20,1017.82,71111.8,128.76,0.0,11.98,0.03
2010-04-21,1049.51,71215.8,128.79,1.59,14.74,4.57
2010-04-22,934.06,71250.5,128.8,0.0,16.75,2.83
2010-04-23,816.36,71214.5,128.79,0.0,13.32,1.93
2010-04-24,1041.4,71313.6,128.81,17.07,10.95,4.3
2010-04-25,986.73,71379.9,128.83,0.0,16.88,8.36
2010-04-26,899.53,71393.9,128.84,0.0,19.95,8.35
2010-04-27,945.64,71435.5,128.85,0.0,20.7,9.46
2010-04-28,837.87,71412.5,128.84,0.0,22.22,10.83
2010-04-29,781.69,71355.8,128.83,0.0,17.09,7.17
2010-04-30,851.81,71341.1,128.82,0.0,15.29,6.8
2010-05-01,839.45,71319.0,128.82,0.93,15.76,2.93
2010-05-02,855.85,71306.8,128.81,1.82,19.28,12.01
2010-05-03,806.22,71264.8,128.8,0.0,19.66,8.79
2010-05-04,858.01,71253.9,128.8,0.0,18.86,8.5
2010-05-05,706.25,71151.9,128.77,0.16,16.87,5.43
2010-05-06,633.77,71006.4,128.74,0.74,19.77,8.51
2010-05-07,626.65,70856.6,128.7,0.0,19.48,9.64
2010-05-08,637.19,70713.2,128.66,0.0,22.69,13.4
2010-05-09,605.62,70550.8,128.62,0.0,27.96,16.62
2010-05-10,589.21,70378.6,128.57,0.0,30.71,19.8
2010-05-11,544.7,70179.7,128.52,2.53,27.83,13.71
2010-05-12,582.38,70003.4,128.47,0.0,21.04,10.88
2010-05-13,610.3,69843.8,128.43,0.0,21.06,11.56
2010-05-14,597.88,69676.8,128.39,0.0,27.25,17.51
2010-05-15,566.01,69490.6,128.34,0.0,26.9,14.94
2010-05-16,549.97,69294.9,128.29,0.0,23.55,10.62
2010-05-17,744.7,69215.9,128.27,10.78,18.86,6.7
2010-05-18,729.7,69128.0,128.25,0.0,15.9,5.73
2010-05-19,882.94,69132.0,128.25,5.25,21.69,10.73
2010-05-20,1099.01,69265.7,128.28,6.19,14.66,5.12
2010-05-21,908.09,69284.8,128.29,0.0,14.73,4.36
2010-05-22,1023.45,69373.1,128.31,9.62,16.49,5.96
2010-05-23,924.0,69401.8,128.32,0.0,18.39,6.99
2010-05-24,805.03,69359.1,128.31,0.0,17.4,3.69
2010-05-25,1425.88,69688.8,128.39,38.2,18.01,5.73
2010-05-26,1119.88,69835.0,128.43,0.0,22.81,8.87
2010-05-27,940.07,69873.3,128.44,0.0,23.02,13.59
2010-05-28,977.4,69934.0,128.46,0.0,24.23,13.85
2010-05-29,867.64,69928.9,128.46,0.0,24.68,11.46
2010-05-30,880.47,69931.4,128.46,5.11,25.37,12.84
2010-05-31,818.61,69896.8,128.45,0.0,21.82,11.54
2010-06-01,765.3,69830.3,128.43,0.0,19.54,7.44
2010-06-02,783.18,69774.4,128.42,0.0,15.6,3.12
2010-06-03,722.07,69681.9,128.39,0.0,23.87,10.19
2010-06-04,771.62,69619.1,128.37,0.0,24.87,14.61
2010-06-05,709.49,69519.1,128.35,0.0,27.81,17.9
2010-06-06,742.89,69439.1,128.33,0.0,29.87,19.52
2010-06-07,643.44,69299.4,128.29,0.0,29.06,17.9
2010-06-08,632.17,69153.0,128.25,0.0,27.69,17.15
2010-06-09,638.08,69010.1,128.22,0.0,28.57,13.79
2010-06-10,641.86,68869.4,128.18,0.0,26.57,15.34
2010-06-11,857.6,68858.2,128.18,15.88,24.51,16.53
2010-06-12,894.13,68869.0,128.18,0.0,27.56,14.99
2010-06-13,889.75,68877.1,128.18,0.0,25.1,12.95
2010-06-14,765.56,68810.7,128.16,0.0,25.75,16.89
2010-06-15,859.65,68800.7,128.16,11.5,30.76,19.13
2010-06-16,737.33,68717.4,128.14,0.0,35.56,21.37
2010-06-17,652.94,68583.4,128.11,0.0,32.71,20.97
2010-06-18,602.6,68419.2,128.06,0.0,36.49,23.15
2010-06-19,571.52,68236.4,128.02,0.0,31.24,22.04
2010-06-20,542.69,68036.2,127.96,0.0,27.03,17.63
2010-06-21,539.22,67834.0,127.91,0.0,24.81,14.4
2010-06-22,562.35,67645.7,127.86,0.0,27.08,14.26
2010-06-23,447.7,67388.6,127.8,0.0,28.6,16.55
2010-06-24,450.08,67132.9,127.73,0.0,25.47,13.08
2010-06-25,503.13,66909.0,127.67,4.66,27.88,17.52
2010-06-26,518.1,66694.1,127.62,0.0,33.03,18.72
2010-06-27,522.39,66481.8,127.56,3.94,28.56,16.25
2010-06-28,496.78,66254.1,127.5,0.0,31.75,21.22
2010-06-29,493.81,66024.7,127.44,0.0,27.2,15.9
2010-06-30,551.42,65829.8,127.39,0.0,30.1,19.41
2010-07-01,608.16,65668.9,127.35,0.0,33.73,21.58
2010-07-02,608.59,65508.4,127.31,0.0,29.24,18.52
2010-07-03,613.3,65350.6,127.27,0.0,32.38,17.78
2010-07-04,681.95,65234.0,127.24,0.0,28.38,16.51
2010-07-05,706.49,65132.2,127.21,0.0,22.74,11.57
2010-07-06,762.52,65063.9,127.19,0.0,24.84,13.65
2010-07-07,664.73,64937.0,127.16,0.0,30.44,20.92
2010-07-08,687.57,64823.8,127.13,0.0,30.91,19.73
2010-07-09,732.41,64737.5,127.11,0.0,28.34,17.44
2010-07-10,748.51,64660.9,127.09,0.0,27.37,17.45
2010-07-11,733.35,64575.2,127.07,0.0,34.73,20.78
2010-07-12,670.13,64451.5,127.03,0.0,33.71,20.44
2010-07-13,642.92,64311.5,127.0,0.0,28.81,16.2
2010-07-14,864.82,64304.6,126.99,11.77,31.23,21.07
2010-07-15,836.62,64280.9,126.99,0.0,29.52,19.17
2010-07-16,818.07,64246.0,126.98,0.0,26.96,16.82
2010-07-17,744.82,64167.1,126.96,0.0,28.73,17.16
2010-07-18,776.26,64107.1,126.94,0.0,23.84,12.7
2010-07-19,762.48,64038.9,126.93,0.0,27.47,18.2
2010-07-20,823.34,64007.1,126.92,0.0,29.69,18.78
2010-07-21,802.54,63962.9,126.91,0.0,31.71,21.26
2010-07-22,790.94,63911.7,126.89,0.0,33.14,20.57
2010-07-23,880.47,63914.3,126.89,0.0,33.85,20.59
2010-07-24,821.87,63881.6,126.88,0.0,33.34,20.83
2010-07-25,790.09,63830.0,126.87,0.0,34.68,22.52
2010-07-26,766.56,63764.1,126.85,0.0,30.46,18.79
2010-07-27,830.57,63736.7,126.85,0.0,30.71,19.27
2010-07-28,748.27,63660.0,126.83,0.0,30.5,20.44
2010-07-29,705.44,63557.5,126.8,0.0,28.98,18.54
2010-07-30,654.71,63424.6,126.77,0.0,32.54,19.74
2010-07-31,593.5,63254.9,126.72,0.0,33.88,22.79
2010-08-01,542.29,63054.5,126.67,0.0,35.52,24.47
2010-08-02,541.62,62853.8,126.62,0.0,33.61,23.31
2010-08-03,592.66,62683.6,126.57,0.0,35.7,25.94
2010-08-04,552.51,62489.4,126.52,0.0,32.74,20.05
2010-08-05,538.62,62286.8,126.47,0.0,31.04,20.93
2010-08-06,512.1,62068.3,126.41,0.0,30.83,17.55
2010-08-07,501.95,61843.8,126.36,0.97,31.84,19.15
2010-08-08,512.56,61625.5,126.3,0.0,31.75,21.47
2010-08-09,467.17,61380.1,126.24,0.0,34.53,23.22
2010-08-10,451.81,61125.4,126.17,0.0,37.77,27.34
2010-08-11,514.57,60908.4,126.11,0.0,31.8,22.14
2010-08-12,495.32,60679.9,126.05,0.0,32.66,20.2
2010-08-13,502.7,60455.8,126.0,0.0,30.82,19.45
2010-08-14,427.99,60186.8,125.93,0.0,27.5,18.33
2010-08-15,443.11,59926.9,125.86,0.0,29.24,22.22
2010-08-16,527.92,59717.9,125.8,0.0,28.76,17.99
2010-08-17,593.12,59548.1,125.76,0.0,26.41,14.08
2010-08-18,648.93,59411.7,125.72,0.0,25.03,15.19
2010-08-19,648.46,59275.0,125.69,0.0,26.97,13.82
2010-08-20,610.26,59115.4,125.65,0.0,26.81,13.27
2010-08-21,614.39,58958.3,125.61,0.0,21.62,11.95
2010-08-22,626.07,58808.2,125.57,1.51,21.18,11.42
2010-08-23,642.31,58667.8,125.53,0.0,22.64,10.8
2010-08-24,714.04,58570.5,125.51,0.0,23.71,11.47
2010-08-25,700.49,58465.1,125.48,0.0,25.75,16.87
2010-08-26,721.51,58372.2,125.45,0.0,20.73,7.86
2010-08-27,701.56,58267.4,125.43,0.0,23.43,13.56
2010-08-28,726.92,58177.8,125.4,0.0,28.13,18.05
2010-08-29,741.95,58097.3,125.38,0.0,28.94,16.35
2010-08-30,679.88,57979.4,125.35,0.0,33.36,22.16
2010-08-31,676.89,57859.8,125.32,0.0,31.24,18.55
2010-09-01,651.27,57724.8,125.29,0.0,29.16,19.17
2010-09-02,594.63,57555.9,125.24,0.0,28.43,17.39
2010-09-03,669.26,57431.7,125.21,0.0,25.4,10.99
2010-09-04,912.22,57453.3,125.22,0.0,28.43,17.57
2010-09-05,863.59,57445.7,125.21,0.0,33.11,22.49
2010-09-06,878.74,57447.2,125.21,0.0,34.41,23.79
2010-09-07,1074.8,57566.3,125.24,9.89,30.83,19.72
2010-09-08,919.32,57592.2,125.25,0.0,28.01,16.91
2010-09-09,956.2,57640.1,125.26,0.0,22.54,13.1
2010-09-10,969.39,57696.0,125.28,0.0,25.24,12.84
2010-09-11,950.16,57740.4,125.29,0.0,23.66,13.26
2010-09-12,836.89,57716.8,125.28,0.0,20.98,10.73
2010-09-13,795.4,57668.3,125.27,0.0,23.31,10.15
2010-09-14,731.18,57581.2,125.25,0.0,24.78,13.21
2010-09-15,714.52,57484.2,125.22,0.0,22.01,13.0
2010-09-16,751.42,57409.3,125.2,0.0,23.42,10.97
2010-09-17,716.78,57313.6,125.18,0.26,26.31,14.63
2010-09-18,613.35,57155.9,125.14,0.0,21.88,11.46
2010-09-19,583.92,56980.5,125.09,0.0,19.36,10.23
2010-09-20,597.72,56813.4,125.05,0.0,20.45,8.85
2010-09-21,701.04,56708.3,125.02,0.0,18.89,8.21
2010-09-22,768.96,56643.9,125.01,0.0,19.53,10.35
2010-09-23,703.87,56540.5,124.98,0.0,19.3,9.52
2010-09-24,721.19,56447.5,124.95,0.0,19.6,7.01
2010-09-25,713.22,56349.6,124.93,0.0,23.3,12.32
2010-09-26,784.76,56294.8,124.91,0.0,16.78,5.1
2010-09-27,804.36,56251.6,124.9,0.0,17.11,7.43
2010-09-28,683.0,56135.7,124.87,0.0,20.76,8.99
2010-09-29,774.86,56074.8,124.86,0.0,21.11,11.28
2010-09-30,877.79,56075.8,124.86,0.18,22.33,13.07
2010-10-01,873.15,56073.9,124.86,0.0,13.65,5.26
2010-10-02,781.72,56017.2,124.84,0.0,15.51,5.5
2010-10-03,773.61,55955.6,124.83,0.0,21.69,11.17
2010-10-04,729.36,55867.5,124.8,0.0,24.2,12.72
2010-10-05,759.07,55797.2,124.79,0.0,21.3,11.21
2010-10-06,2112.51,56539.0,124.98,52.75,15.11,5.24
2010-10-07,1820.28,57105.4,125.13,0.0,17.67,9.39
2010-10-08,1494.91,57476.6,125.22,0.0,21.04,10.08
2010-10-09,1575.79,57896.3,125.33,8.34,19.1,4.9
2010-10-10,1125.52,58045.9,125.37,0.0,18.05,5.71
2010-10-11,902.53,58061.7,125.37,0.0,18.7,7.36
2010-10-12,804.84,58018.8,125.36,0.0,16.83,4.7
2010-10-13,656.95,57887.2,125.33,0.0,15.98,5.66
2010-10-14,537.94,57684.3,125.28,0.0,16.49,6.02
2010-10-15,507.09,57462.8,125.22,0.0,15.87,5.34
2010-10-16,505.78,57240.5,125.16,0.0,15.52,4.83
2010-10-17,459.55,56990.5,125.1,0.0,12.9,3.86
2010-10-18,419.19,56716.2,125.02,0.0,15.21,3.72
2010-10-19,415.26,56439.7,124.95,0.0,14.69,4.79
2010-10-20,399.35,56153.5,124.88,0.0,18.87,7.0
2010-10-21,379.29,55855.4,124.8,0.0,17.5,9.14
2010-10-22,391.21,55564.3,124.73,0.0,14.38,1.93
2010-10-23,427.73,55295.2,124.66,0.0,16.65,7.12
2010-10-24,424.21,55024.0,124.58,0.0,14.39,1.69
2010-10-25,412.56,54745.8,124.51,0.0,11.88,2.74
2010-10-26,413.84,54468.4,124.44,0.0,11.98,-1.46
2010-10-27,533.73,54262.8,124.39,0.0,12.94,1.65
2010-10-28,514.13,54045.6,124.33,0.0,15.58,5.73
2010-10-29,555.73,53853.3,124.28,0.0,17.57,8.17
2010-10-30,539.72,53651.4,124.23,3.29,19.8,9.78
2010-10-31,520.35,53437.8,124.17,0.0,17.05,5.33
2010-11-01,540.65,53236.5,124.12,0.0,16.11,6.7
2010-11-02,531.42,53029.6,124.07,0.0,14.42,3.82
2010-11-03,560.18,52840.0,124.02,7.67,18.46,5.48
2010-11-04,539.84,52638.1,123.97,0.0,10.66,2.61
2010-11-05,513.14,52420.2,123.91,1.36,10.08,0.49
2010-11-06,502.67,52196.1,123.85,0.0,12.23,0.52
2010-11-07,533.62,51990.5,123.8,0.0,9.68,0.22
2010-11-08,489.25,51758.3,123.74,0.0,11.75,3.3
2010-11-09,1154.19,51925.1,123.78,46.0,6.38,-4.85
2010-11-10,1592.79,52355.0,123.89,18.26,9.78,-2.2
2010-11-11,1511.27,52736.1,123.99,0.0,8.25,-2.23
2010-11-12,1216.13,52940.0,124.04,0.0,12.65,1.23
2010-11-13,1122.35,53087.7,124.08,0.0,12.69,2.15
2010-11-14,963.0,53139.7,124.1,0.0,10.81,1.28
2010-11-15,900.4,53154.2,124.1,0.0,12.6,3.81
2010-11-16,989.29,53222.0,124.12,0.0,11.15,-0.31
2010-11-17,814.7,53185.1,124.11,0.0,12.18,1.25
2010-11-18,886.15,53191.1,124.11,0.0,10.78,-1.19
2010-11-19,884.23,53195.9,124.11,0.0,5.63,-5.66
2010-11-20,742.66,53115.7,124.09,0.0,4.79,-6.47
2010-11-21,660.24,52986.1,124.06,0.0,2.67,-7.79
2010-11-22,590.87,52814.9,124.01,0.0,10.63,-2.61
2010-11-23,527.18,52605.4,123.96,0.0,2.5,-7.52
2010-11-24,665.67,52479.1,123.92,0.0,8.9,-4.66
2010-11-25,648.08,52342.2,123.89,0.0,5.93,-3.3
2010-11-26,665.76,52215.9,123.86,0.0,5.3,-5.71
2010-11-27,653.1,52082.0,123.82,0.0,4.11,-6.89
2010-11-28,823.27,52050.2,123.81,12.22,3.62,-7.6
2010-11-29,769.92,51986.5,123.8,0.0,-1.61,-10.51
2010-11-30,757.01,51914.9,123.78,0.0,-3.01,-13.01
2010-12-01,734.47,51829.9,123.76,0.0,1.66,-12.19
2010-12-02,763.08,51762.0,123.74,0.82,2.48,-8.64
2010-12-03,702.38,51657.6,123.71,0.0,0.13,-9.68
2010-12-04,762.68,51589.5,123.69,0.36,0.01,-12.02
2010-12-05,798.57,51542.9,123.68,0.0,0.33,-9.29
2010-12-06,1651.12,52007.8,123.8,37.85,2.61,-9.79
2010-12-07,1504.09,52384.5,123.9,0.0,-2.04,-10.48
2010-12-08,1275.0,52623.8,123.96,0.0,1.38,-7.7
2010-12-09,1320.35,52890.3,124.03,14.01,1.77,-9.11
2010-12-10,1217.2,53094.8,124.08,0.0,-2.81,-13.8
2010-12-11,959.76,53144.9,124.1,0.0,-0.27,-11.39
2010-12-12,966.81,53199.3,124.11,1.24,0.94,-6.7
2010-12-13,919.37,53225.2,124.12,0.0,2.09,-8.3
2010-12-14,861.79,53216.5,124.12,0.0,3.33,-7.69
2010-12-15,722.42,53124.2,124.09,0.0,2.88,-8.0
2010-12-16,734.36,53039.1,124.07,3.48,0.48,-9.97
2010-12-17,739.83,52957.2,124.05,0.0,4.01,-6.02
2010-12-18,723.42,52865.5,124.02,0.0,0.31,-8.29
2010-12-19,721.87,52772.9,124.0,0.0,6.51,-4.28
2010-12-20,733.76,52687.4,123.98,0.0,5.19,-6.16
2010-12-21,755.34,52614.9,123.96,3.58,9.06,-2.53
2010-12-22,956.7,52663.1,123.97,8.24,3.76,-8.58
2010-12-23,914.16,52685.9,123.98,0.0,4.99,-4.42
2010-12-24,933.1,52720.0,123.99,0.0,9.61,-0.26
2010-12-25,833.29,52694.2,123.98,0.0,6.71,-2.94
2010-12-26,1677.85,53175.2,124.1,38.75,5.8,-6.45
2010-12-27,1533.71,53569.7,124.21,0.5,7.84,-2.44
2010-12-28,1422.38,53897.4,124.29,0.0,4.74,-5.43
2010-12-29,1137.97,54054.4,124.33,1.42,5.34,-4.17
2010-12-30,1406.86,54372.8,124.42,15.44,9.12,-2.87
2010-12-31,1407.3,54691.4,124.5,2.38,7.89,-2.14
2011-01-01,1417.94,55016.4,124.58,1.47,10.39,-1.32
2011-01-02,1247.27,55239.0,124.64,0.0,13.82,0.01
2011-01-03,1382.73,55542.9,124.72,0.0,7.92,-1.5
2011-01-04,1150.91,55707.7,124.76,0.0,9.94,0.91
2011-01-05,1075.09,55827.0,124.79,0.0,7.97,-2.86
2011-01-06,911.91,55848.4,124.8,0.0,6.28,-4.1
2011-01-07,1071.1,55965.4,124.83,7.9,7.67,-5.08
2011-01-08,944.24,56006.2,124.84,0.0,6.81,-2.69
2011-01-09,842.7,55986.0,124.83,0.0,7.09,-3.03
2011-01-10,914.21,56008.8,124.84,0.0,4.61,-3.52
2011-01-11,919.24,56034.6,124.85,0.49,6.69,-4.93
2011-01-12,918.75,56060.1,124.85,0.0,5.29,-4.53
2011-01-13,902.25,56075.7,124.86,0.0,5.16,-5.49
2011-01-14,1391.23,56384.7,124.94,15.59,3.95,-5.86
2011-01-15,2201.11,57179.6,125.14,35.24,2.85,-8.63
2011-01-16,1899.6,57793.7,125.3,0.0,4.82,-6.71
2011-01-17,1697.75,58286.6,125.43,2.74,4.73,-4.36
2011-01-18,1996.88,58958.9,125.61,10.54,6.79,-2.54
2011-01-19,1832.0,59532.4,125.76,0.0,16.62,3.92
2011-01-20,1667.5,60007.2,125.88,0.0,12.11,1.39
2011-01-21,1439.15,60344.9,125.97,0.0,8.71,-3.35
2011-01-22,1206.62,60543.1,126.02,0.0,2.81,-9.14
2011-01-23,1092.49,60672.9,126.05,0.0,-3.3,-11.7
2011-01-24,1083.94,60797.5,126.08,0.0,-4.0,-16.13
2011-01-25,1160.34,60967.9,126.13,0.0,-4.84,-16.27
2011-01-26,1363.64,61260.4,126.2,7.7,-5.63,-15.55
2011-01-27,1282.29,61504.0,126.27,0.0,-2.34,-10.74
2011-01-28,1280.46,61746.5,126.33,1.97,4.64,-9.09
2011-01-29,1301.74,62001.8,126.4,3.75,5.55,-5.29
2011-01-30,1275.92,62241.6,126.46,0.0,4.8,-5.02
2011-01-31,1316.51,62505.8,126.53,0.0,-0.12,-10.48
2011-02-01,1410.77,62826.5,126.61,0.0,-0.07,-11.18
2011-02-02,1913.26,63448.7,126.77,14.94,-2.26,-11.01
2011-02-03,1997.81,64121.7,126.95,2.8,4.47,-8.74
2011-02-04,1816.67,64685.9,127.09,0.93,4.37,-7.13
2011-02-05,2063.6,65398.4,127.28,3.5,2.41,-10.22
2011-02-06,1860.6,65989.0,127.43,0.0,-0.38,-10.64
2011-02-07,1769.86,66525.1,127.57,4.44,3.61,-5.7
2011-02-08,1686.54,67011.3,127.7,0.0,8.1,-3.33
2011-02-09,1879.28,67613.1,127.85,0.0,10.88,-0.35
2011-02-10,1763.13,68145.3,127.99,0.0,5.22,-4.71
2011-02-11,1487.58,68512.1,128.09,0.0,3.45,-10.77
2011-02-12,1189.13,68699.8,128.14,0.0,5.95,-5.94
2011-02-13,1212.59,68901.6,128.19,0.0,10.36,-2.32
2011-02-14,1182.71,69085.5,128.24,1.53,8.22,-2.4
2011-02-15,1098.71,69219.0,128.27,0.0,8.14,-4.49
2011-02-16,1210.1,69419.3,128.32,3.13,10.53,-0.68
2011-02-17,1187.93,69606.3,128.37,0.0,11.42,-0.27
2011-02-18,977.18,69666.9,128.39,0.0,11.71,0.38
2011-02-19,871.3,69663.9,128.39,0.0,8.09,-1.44
2011-02-20,797.95,69616.9,128.37,0.96,11.71,1.27
2011-02-21,666.08,69490.8,128.34,0.0,6.3,-2.96
2011-02-22,840.29,69469.3,128.34,7.32,7.27,-5.15
2011-02-23,804.94,69426.5,128.32,0.0,10.17,-1.25
2011-02-24,806.42,69384.6,128.31,0.0,7.67,-1.1
2011-02-25,799.2,69338.4,128.3,0.0,11.58,1.75
2011-02-26,1189.11,69526.1,128.35,8.42,7.7,-4.1
2011-02-27,1408.7,69845.6,128.43,7.14,6.89,-4.98
2011-02-28,1362.89,70137.6,128.51,2.82,11.02,-0.95
2011-03-01,1241.62,70356.8,128.57,0.0,8.59,0.35
2011-03-02,1148.25,70520.0,128.61,0.0,8.49,1.03
