date,inflow,storage,elevation,precip,tmax,tmin
2010-05-18,568.21,72302.4,106.83,0.0,27.47,18.1
2010-05-19,584.24,72239.6,106.81,0.0,25.28,15.4
2010-05-20,608.22,72191.1,106.79,4.66,25.57,13.14
2010-05-21,562.25,72115.1,106.77,0.0,27.99,18.15
2010-05-22,500.53,72002.0,106.74,0.0,28.67,20.23
2010-05-23,502.46,71890.1,106.7,0.0,36.19,23.18
2010-05-24,507.48,71781.2,106.67,0.0,36.12,27.09
2010-05-25,468.37,71648.8,106.63,0.0,36.05,26.47
2010-05-26,474.93,71520.4,106.59,0.0,32.17,18.68
2010-05-27,496.05,71404.6,106.56,0.0,32.9,22.62
2010-05-28,473.7,71275.4,106.52,0.0,33.79,22.56
2010-05-29,472.65,71145.6,106.48,0.0,29.43,17.7
2010-05-30,457.1,71006.5,106.44,0.0,31.17,17.91
2010-05-31,458.04,70867.9,106.4,0.0,28.05,19.99
2010-06-01,434.55,70715.2,106.35,0.0,33.27,21.0
2010-06-02,493.29,70597.8,106.32,0.0,30.84,21.12
2010-06-03,500.5,70484.7,106.28,0.0,35.24,24.8
2010-06-04,454.61,70344.1,106.24,0.0,33.81,24.18
2010-06-05,410.74,70177.1,106.19,0.0,35.57,21.44
2010-06-06,449.7,70033.6,106.15,0.0,32.43,19.04
2010-06-07,420.1,69872.2,106.1,0.0,28.09,13.86
2010-06-08,427.74,69715.5,106.05,0.0,26.73,14.52
2010-06-09,458.43,69577.1,106.01,0.0,27.49,13.52
2010-06-10,421.93,69416.9,105.96,0.0,32.19,18.12
2010-06-11,432.99,69263.3,105.92,0.0,32.54,20.24
2010-06-12,450.92,69120.5,105.88,0.0,28.51,18.61
2010-06-13,453.69,68979.3,105.83,0.0,31.46,22.43
2010-06-14,424.34,68820.5,105.79,0.0,28.81,18.85
2010-06-15,438.99,68670.5,105.74,0.0,34.82,24.39
2010-06-16,444.38,68523.7,105.7,7.42,31.91,22.16
2010-06-17,431.21,68369.0,105.65,0.0,34.0,23.52
2010-06-18,443.94,68222.0,105.61,0.0,30.06,17.09
2010-06-19,460.1,68084.7,105.57,0.0,35.0,25.33
2010-06-20,398.73,67910.5,105.51,0.0,31.27,18.92
2010-06-21,428.56,67754.3,105.47,0.0,27.84,14.25
2010-06-22,395.31,67578.0,105.41,0.0,25.67,15.4
2010-06-23,368.99,67386.0,105.36,0.0,30.08,16.77
2010-06-24,492.68,67268.3,105.32,15.92,24.87,13.64
2010-06-25,438.97,67118.2,105.28,0.0,29.33,16.95
2010-06-26,402.43,66946.3,105.22,0.0,29.66,18.18
2010-06-27,610.93,66899.5,105.21,12.04,31.25,19.22
2010-06-28,523.33,66800.1,105.18,0.0,31.97,18.39
2010-06-29,528.64,66703.9,105.15,5.72,29.3,15.25
2010-06-30,594.47,66647.1,105.14,9.02,23.97,15.69
2010-07-01,684.08,66644.2,105.13,0.0,28.03,18.34
2010-07-02,586.06,66582.4,105.12,0.0,25.83,14.52
2010-07-03,564.69,66507.8,105.09,0.0,28.51,15.34
2010-07-04,477.73,66381.1,105.06,0.0,22.88,17.45
2010-07-05,497.58,66266.2,105.02,0.0,23.13,14.75
2010-07-06,486.78,66144.9,104.98,0.0,23.13,12.3
2010-07-07,491.73,66026.6,104.95,0.0,26.29,17.2
2010-07-08,499.4,65912.8,104.92,0.0,28.94,20.24
2010-07-09,443.93,65765.8,104.87,0.0,29.56,18.69
2010-07-10,501.7,65653.4,104.84,0.0,27.21,18.08
2010-07-11,426.41,65495.8,104.79,0.0,24.65,15.42
2010-07-12,399.06,65321.9,104.74,0.0,22.22,10.52
2010-07-13,444.59,65175.2,104.69,0.0,23.4,10.95
2010-07-14,474.95,65046.8,104.66,0.0,21.44,14.46
2010-07-15,460.47,64909.7,104.62,0.0,29.47,16.63
2010-07-16,482.4,64785.7,104.58,0.0,29.07,17.53
2010-07-17,533.23,64692.3,104.55,0.0,29.27,17.67
2010-07-18,512.38,64586.3,104.52,0.0,35.15,22.08
2010-07-19,751.93,64624.1,104.53,17.59,33.7,21.28
2010-07-20,752.24,64662.0,104.54,0.0,35.42,24.4
2010-07-21,714.67,64677.4,104.55,0.0,31.15,21.55
2010-07-22,635.48,64645.3,104.54,0.0,35.23,24.98
2010-07-23,686.62,64643.9,104.54,0.0,35.2,23.57
2010-07-24,698.55,64649.6,104.54,0.0,32.43,19.61
2010-07-25,845.31,64743.4,104.57,8.52,35.17,24.35
2010-07-26,756.16,64783.7,104.58,0.0,34.42,23.54
2010-07-27,677.79,64777.0,104.58,0.0,32.44,21.83
2010-07-28,698.62,64782.8,104.58,0.0,26.41,14.99
2010-07-29,654.81,64762.3,104.57,0.0,24.22,13.3
2010-07-30,657.01,64743.1,104.57,0.0,31.04,17.75
2010-07-31,632.38,64709.1,104.56,0.0,30.37,17.54
2010-08-01,681.25,64704.5,104.55,0.0,32.74,20.16
2010-08-02,595.77,64648.5,104.54,0.0,33.23,22.61
2010-08-03,625.89,64610.7,104.53,0.0,31.44,19.97
2010-08-04,841.46,64702.2,104.55,14.7,30.57,18.98
2010-08-05,751.19,64739.5,104.56,0.0,30.13,19.59
2010-08-06,641.93,64711.2,104.56,0.0,32.25,19.0
2010-08-07,590.5,64652.1,104.54,0.0,29.05,16.81
2010-08-08,595.83,64596.3,104.52,0.0,32.28,23.22
2010-08-09,615.8,64552.3,104.51,0.0,35.13,23.71
2010-08-10,675.96,64544.5,104.51,1.89,27.81,19.01
2010-08-11,771.25,64593.9,104.52,0.0,27.41,14.56
2010-08-12,804.77,64663.3,104.54,0.0,22.06,12.09
2010-08-13,828.0,64746.7,104.57,0.0,24.52,14.09
2010-08-14,798.65,64812.5,104.59,0.0,25.26,16.41
2010-08-15,784.17,64869.6,104.6,0.0,27.09,16.41
2010-08-16,838.9,64959.6,104.63,7.01,26.81,14.99
2010-08-17,1024.38,65160.8,104.69,0.0,31.6,21.72
2010-08-18,894.72,65284.2,104.73,0.0,28.73,20.65
2010-08-19,852.77,65382.5,104.76,0.0,29.33,19.01
2010-08-20,808.57,65454.2,104.78,0.0,27.58,16.82
2010-08-21,886.86,65573.0,104.81,7.78,30.39,16.99
2010-08-22,857.62,65674.1,104.84,0.0,29.66,17.38
2010-08-23,730.22,65698.9,104.85,0.0,28.38,16.44
2010-08-24,717.67,65716.1,104.86,0.0,28.14,16.15
2010-08-25,699.15,65722.2,104.86,0.0,25.76,14.94
2010-08-26,626.41,65684.6,104.85,0.0,25.68,16.6
2010-08-27,632.2,65650.6,104.84,0.0,25.89,13.71
2010-08-28,676.12,65642.8,104.83,0.0,27.93,15.45
2010-08-29,733.8,65669.7,104.84,0.0,28.43,20.2
2010-08-30,776.89,65722.5,104.86,0.0,32.03,21.62
2010-08-31,755.73,65762.5,104.87,0.0,28.6,17.5
2010-09-01,819.2,65840.6,104.89,0.0,29.4,21.84
2010-09-02,789.16,65900.7,104.91,1.69,31.86,18.13
2010-09-03,851.44,65998.2,104.94,0.0,33.58,21.39
2010-09-04,742.04,66030.0,104.95,0.0,27.72,16.65
2010-09-05,735.78,66058.1,104.96,0.0,32.1,19.09
2010-09-06,751.55,66095.6,104.97,0.0,29.8,16.55
2010-09-07,699.02,66101.6,104.97,0.0,30.36,20.44
2010-09-08,805.8,66171.7,104.99,0.0,32.17,21.58
2010-09-09,679.12,66165.8,104.99,0.0,25.08,16.36
2010-09-10,761.03,66209.0,105.0,0.0,20.53,10.4
2010-09-11,739.07,66239.1,105.01,0.0,24.33,13.79
2010-09-12,702.5,66247.2,105.02,0.0,28.95,19.34
2010-09-13,685.52,66245.1,105.01,0.0,22.89,12.13
2010-09-14,650.68,66222.1,105.01,0.0,18.21,9.09
2010-09-15,575.35,66153.9,104.99,0.0,24.45,11.18
2010-09-16,585.87,66092.0,104.97,0.0,23.58,13.78
2010-09-17,517.39,65989.1,104.94,0.0,21.84,13.02
2010-09-18,557.51,65910.2,104.91,0.0,21.15,13.42
2010-09-19,547.6,65825.3,104.89,0.0,22.73,13.18
2010-09-20,585.16,65763.0,104.87,0.0,22.72,10.28
2010-09-21,671.54,65752.6,104.87,0.0,27.72,15.58
2010-09-22,566.23,65678.9,104.85,0.0,27.12,13.57
2010-09-23,553.39,65597.5,104.82,0.0,19.73,11.54
2010-09-24,627.08,65560.4,104.81,0.0,21.74,10.16
2010-09-25,643.03,65532.8,104.8,0.0,23.18,9.18
2010-09-26,623.98,65493.8,104.79,0.0,23.26,9.74
2010-09-27,553.36,65412.4,104.77,0.0,24.43,14.59
2010-09-28,484.57,65289.8,104.73,0.0,23.66,13.77
2010-09-29,518.74,65187.6,104.7,0.0,22.48,8.39
2010-09-30,468.89,65055.6,104.66,0.0,23.49,10.44
2010-10-01,459.28,64917.7,104.62,0.0,27.79,18.58
2010-10-02,465.97,64783.9,104.58,5.92,27.1,16.53
2010-10-03,574.05,64714.9,104.56,6.68,24.99,15.05
2010-10-04,552.89,64633.3,104.53,0.0,24.48,12.14
2010-10-05,503.8,64522.2,104.5,0.0,23.43,12.58
2010-10-06,507.36,64413.2,104.47,0.0,22.48,13.73
2010-10-07,524.62,64314.6,104.44,0.0,18.77,8.13
2010-10-08,482.84,64190.9,104.4,0.0,18.42,3.54
2010-10-09,661.35,64174.3,104.4,10.91,20.37,12.19
2010-10-10,661.51,64157.8,104.39,0.0,22.12,10.95
2010-10-11,624.44,64119.1,104.38,0.0,20.83,12.97
2010-10-12,617.24,64076.0,104.37,0.0,17.85,7.71
2010-10-13,759.0,64118.0,104.38,6.46,11.17,1.67
2010-10-14,681.07,64113.3,104.38,0.0,11.83,-0.48
2010-10-15,648.57,64089.0,104.37,0.0,9.1,-1.18
2010-10-16,613.9,64043.9,104.36,0.0,9.85,-3.82
2010-10-17,603.54,63992.7,104.34,0.0,8.43,-6.87
2010-10-18,632.75,63958.9,104.33,0.0,11.04,0.89
2010-10-19,560.34,63881.7,104.31,0.0,13.21,0.45
2010-10-20,560.46,63804.6,104.28,0.0,11.85,0.56
2010-10-21,534.4,63711.9,104.26,0.0,14.59,3.8
2010-10-22,515.81,63607.9,104.23,0.0,17.63,7.88
2010-10-23,544.64,63521.3,104.2,0.0,20.8,7.9
2010-10-24,544.88,63434.9,104.17,0.0,21.94,11.41
2010-10-25,626.75,63397.5,104.16,0.0,22.21,8.96
2010-10-26,603.65,63346.3,104.15,0.0,17.14,4.88
2010-10-27,570.75,63275.4,104.13,0.0,10.21,-2.35
2010-10-28,536.22,63183.7,104.1,0.0,13.62,-0.33
2010-10-29,638.53,63153.4,104.09,0.0,10.03,-0.41
2010-10-30,647.14,63128.3,104.08,1.37,8.65,-0.4
2010-10-31,612.68,63082.5,104.07,0.0,11.4,2.4
2010-11-01,649.99,63059.1,104.06,7.58,9.09,-1.27
2010-11-02,691.22,63060.4,104.06,4.25,8.9,-1.38
2010-11-03,677.04,63053.3,104.06,0.0,12.26,2.42
2010-11-04,626.2,63015.6,104.05,0.0,9.47,-1.4
2010-11-05,603.2,62964.1,104.03,0.0,12.66,3.01
2010-11-06,567.72,62891.4,104.01,0.0,9.2,-0.41
2010-11-07,583.38,62828.0,103.99,0.0,14.6,5.2
2010-11-08,630.1,62792.7,103.98,0.18,15.07,3.64
2010-11-09,603.63,62741.4,103.97,0.0,11.41,-0.82
2010-11-10,554.34,62660.6,103.94,0.0,12.52,2.32
2010-11-11,580.96,62595.8,103.92,0.0,15.79,4.0
2010-11-12,568.18,62523.3,103.9,0.0,10.57,-0.52
2010-11-13,544.89,62436.9,103.88,2.28,8.71,-4.78
2010-11-14,551.87,62354.6,103.85,0.0,9.73,-1.3
2010-11-15,549.01,62270.6,103.83,0.0,7.41,-4.33
2010-11-16,545.75,62184.7,103.8,0.0,10.87,-0.89
2010-11-17,775.24,62236.4,103.82,18.27,15.44,2.95
2010-11-18,619.04,62194.4,103.8,0.06,13.12,1.73
2010-11-19,570.44,62123.3,103.78,0.0,14.76,2.65
2010-11-20,544.96,62036.9,103.76,0.0,15.75,4.03
2010-11-21,536.96,61945.7,103.73,0.0,15.21,2.58
2010-11-22,433.61,61792.4,103.68,0.0,13.86,6.2
2010-11-23,377.58,61605.6,103.63,0.0,11.57,-0.12
2010-11-24,342.59,61397.7,103.56,0.0,8.48,-3.35
2010-11-25,405.43,61227.6,103.51,0.0,10.36,-3.66
2010-11-26,397.94,61053.0,103.46,0.0,12.96,-0.18
2010-11-27,363.81,60857.9,103.4,0.0,12.04,1.8
2010-11-28,335.64,60645.9,103.34,0.0,11.38,-0.51
2010-11-29,316.92,60422.6,103.27,0.0,12.23,1.54
2010-11-30,305.06,60192.3,103.2,1.11,14.83,3.15
2010-12-01,324.67,59973.7,103.14,0.0,11.79,2.49
2010-12-02,321.77,59753.3,103.07,0.0,13.25,0.72
2010-12-03,303.75,59522.2,103.0,0.0,12.9,2.45
2010-12-04,325.73,59304.2,102.94,0.0,11.83,-0.17
2010-12-05,416.25,59140.6,102.89,12.87,9.23,-2.54
2010-12-06,432.28,58986.5,102.84,0.0,11.16,-0.65
2010-12-07,427.14,58829.4,102.8,1.66,7.34,-5.87
2010-12-08,414.23,58664.6,102.75,0.0,7.53,-3.22
2010-12-09,341.04,58455.8,102.68,0.0,9.3,-1.54
2010-12-10,366.78,58262.5,102.63,0.0,5.07,-5.72
2010-12-11,418.47,58100.2,102.58,2.44,4.59,-6.43
2010-12-12,471.76,57969.8,102.54,0.0,6.4,-7.52
2010-12-13,449.2,57825.9,102.49,0.0,6.05,-5.31
2010-12-14,422.8,57666.2,102.45,0.0,-0.07,-8.98
2010-12-15,473.39,57536.9,102.41,0.0,5.65,-5.25
2010-12-16,527.23,57439.8,102.38,0.0,5.2,-8.38
2010-12-17,921.63,57579.4,102.42,28.14,1.31,-9.49
2010-12-18,821.54,57658.9,102.44,0.65,3.08,-8.79
2010-12-19,902.47,57787.0,102.48,1.67,0.47,-11.48
2010-12-20,845.78,57881.1,102.51,0.0,4.11,-8.64
2010-12-21,898.65,58006.9,102.55,0.0,-3.66,-14.9
2010-12-22,929.84,58151.4,102.59,0.0,5.26,-7.29
2010-12-23,1020.99,58350.6,102.65,0.0,2.55,-9.32
2010-12-24,937.67,58499.8,102.7,0.0,1.14,-12.13
2010-12-25,811.45,58573.3,102.72,0.0,-2.64,-11.8
2010-12-26,865.45,58679.1,102.75,0.0,3.55,-8.91
2010-12-27,875.47,58791.0,102.78,0.0,0.76,-12.63
2010-12-28,824.22,58872.2,102.81,0.0,2.72,-9.27
2010-12-29,1205.78,59182.2,102.9,18.24,10.67,1.2
2010-12-30,1053.75,59401.1,102.97,0.0,8.75,-3.06
2010-12-31,1028.56,59604.8,103.03,7.93,6.59,-4.09
2011-01-01,1011.62,59798.4,103.09,0.0,10.35,-0.82
2011-01-02,1040.31,60009.2,103.15,0.0,9.27,0.87
2011-01-03,1127.87,60272.5,103.23,0.0,10.87,-0.84
2011-01-04,1094.91,60516.1,103.3,0.0,10.68,-1.52
2011-01-05,917.16,60653.0,103.34,0.0,10.04,-0.86
2011-01-06,830.73,60738.0,103.37,0.0,12.13,1.65
2011-01-07,896.1,60862.3,103.4,0.0,9.4,-1.41
2011-01-08,802.73,60930.5,103.42,0.0,9.41,-1.85
2011-01-09,722.13,60950.4,103.43,0.0,2.74,-6.04
2011-01-10,734.47,60977.7,103.44,6.88,2.77,-7.34
2011-01-11,717.39,60994.7,103.44,0.0,5.22,-7.44
2011-01-12,855.62,61094.7,103.47,7.12,0.88,-8.19
2011-01-13,904.71,61224.1,103.51,0.0,-0.22,-8.93
2011-01-14,897.71,61349.3,103.55,0.0,-0.7,-11.81
2011-01-15,858.49,61451.0,103.58,0.0,-5.46,-15.98
2011-01-16,820.19,61529.8,103.6,0.0,-4.57,-15.94
2011-01-17,844.31,61622.9,103.63,0.0,0.47,-11.36
2011-01-18,803.21,61691.5,103.65,0.0,2.75,-8.91
2011-01-19,888.83,61811.4,103.69,6.9,5.3,-4.2
2011-01-20,757.83,61852.7,103.7,0.0,6.84,-2.73
2011-01-21,699.77,61859.1,103.7,0.0,1.62,-12.05
2011-01-22,789.17,61919.2,103.72,4.48,4.43,-4.12
2011-01-23,747.91,61954.6,103.73,0.0,3.12,-5.45
2011-01-24,686.84,61953.3,103.73,0.0,1.59,-8.61
2011-01-25,703.37,61961.9,103.73,0.0,-0.47,-9.98
2011-01-26,736.02,61990.1,103.74,0.0,-0.15,-9.24
2011-01-27,851.92,62087.9,103.77,9.76,-2.62,-12.7
2011-01-28,1011.1,62281.2,103.83,5.43,-3.58,-14.56
2011-01-29,914.67,62416.6,103.87,0.0,-5.28,-17.05
2011-01-30,934.62,62563.9,103.91,2.65,-4.41,-16.54
2011-01-31,909.56,62696.3,103.95,0.0,-0.78,-14.14
2011-02-01,817.14,62773.2,103.98,0.0,0.9,-9.07
2011-02-02,920.34,62912.0,104.02,6.87,8.34,-3.19
2011-02-03,841.01,63003.2,104.04,0.0,11.64,-0.69
2011-02-04,804.05,63072.2,104.07,0.0,9.22,-1.3
2011-02-05,741.66,63103.8,104.07,0.0,8.67,-3.22
2011-02-06,767.56,63151.0,104.09,0.0,9.07,-1.74
2011-02-07,788.81,63210.9,104.11,0.0,8.27,-2.15
2011-02-08,858.97,63312.8,104.14,12.88,12.88,2.32
2011-02-09,731.0,63338.0,104.14,0.0,12.77,1.22
2011-02-10,738.94,63368.0,104.15,0.0,11.16,-0.46
2011-02-11,851.84,63465.7,104.18,2.9,9.7,-2.94
2011-02-12,948.66,63621.5,104.23,13.18,1.64,-6.38
2011-02-13,872.33,63731.5,104.26,0.0,8.27,-3.39
2011-02-14,795.05,63795.2,104.28,0.0,15.45,0.63
2011-02-15,652.43,63773.2,104.28,0.0,14.62,4.14
2011-02-16,665.91,63759.4,104.27,0.0,17.97,5.2
2011-02-17,687.16,63758.3,104.27,0.5,15.84,5.38
2011-02-18,653.07,63736.7,104.26,0.0,10.27,0.25
2011-02-19,652.08,63714.6,104.26,0.0,12.86,1.16
2011-02-20,1269.52,64062.9,104.36,32.72,11.1,-1.4
2011-02-21,1139.37,64333.1,104.44,0.0,12.89,3.65
2011-02-22,1266.8,64679.8,104.55,10.02,11.5,-0.24
2011-02-23,1293.4,65042.4,104.65,0.0,5.69,-4.63
2011-02-24,1115.97,65298.6,104.73,0.0,8.31,-4.11
2011-02-25,1029.73,65503.1,104.79,0.0,11.17,1.31
2011-02-26,856.95,65603.8,104.82,0.0,9.21,-1.33
2011-02-27,1008.98,65795.8,104.88,13.37,9.53,-3.91
2011-02-28,943.2,65948.4,104.93,0.0,5.62,-5.68
2011-03-01,904.13,66077.4,104.96,0.3,11.39,-0.03
2011-03-02,744.1,66110.5,104.97,0.0,8.85,1.93
2011-03-03,719.97,66129.1,104.98,0.0,15.05,5.71
